time_stamp,dew_point_temperature,wind_direction_meters_per_second,radiation,min_temperature_previous_hour,atmospheric_pressure_at_station_height,pressure_min_previous_hour,max_dew_temperature_previous_hour,wind_gust_meters_per_second,air_temperature,wind_speed,max_temperature_previous_hour,humidity_min_previous_hour,pressure_max_previous_hour,humidity_max_previous_hour,air_relative_humidity_percentage,min_dew_temperature_previous_hour,total_precipitation,co2,cumulative_co2,methane,nitrous oxide
2001-05,13.92262774,151.1313869,1441.287105,22.35425791,892.3676399,892.1683698,14.63868613,5.302919708,23.32627737,2.518491484,23.84306569,54.72506083,892.6610706,62.21654501,57.57177616,13.17153285,0.047688564,11899.10633,274.215119,27.61265034,74.58703608
2001-06,12.01988743,125.2532833,1428.441839,21.23180113,919.569606,919.3571295,12.68592871,5.081050657,22.42007505,2.426360225,22.90956848,52.96716698,919.8718574,60.12476548,55.13133208,11.35140713,0,11922.08175,274.4279562,27.62951031,74.5742268
2001-07,10.01330561,125.006237,1447.662162,22.02380457,917.1844075,916.9619543,10.74656965,5.616320166,23.34095634,2.612162162,23.8954262,44.5977131,917.5004158,51.67775468,46.58004158,9.346777547,0.014137214,11945.05716,274.6407934,27.64637027,74.56141753
2001-08,9.13227459,108.5543033,1657.393443,22.63852459,921.2633197,921.022541,9.758094262,7.157991803,23.92684426,3.513627049,24.43811475,30.40471311,921.6154713,46.97233607,42.35245902,8.586372951,0.042827869,11968.03258,274.8536306,27.66323024,74.54860825
2001-09,12.92518558,141.0074231,1449.721103,24.21447508,936.0067338,935.7530223,13.61060445,6.509544008,25.24204666,3.07173913,25.78197243,48.98674443,936.3766172,55.31177094,51.2242842,12.30111347,0.262036055,11991.008,275.0664678,27.68009021,74.53579897
2001-10,16.22077465,158.1078345,1426.965229,24.30818662,935.4881602,935.2288292,17.00633803,5.66465669,25.18419894,2.625704225,25.74027289,57.82966549,935.8259243,65.43838028,60.9977993,15.44185739,0.18125,12013.98341,275.279305,27.69695017,74.52298969
2001-11,18.95405648,198.4114747,1330.339758,24.41178844,935.3197669,935.0455401,19.60887494,5.544643658,25.23572389,2.416987898,25.86701031,66.85970417,935.6608696,74.61586732,70.36485881,18.28794263,0.304885701,12036.95883,275.4921422,27.71381014,74.51018041
2001-12,18.37691674,193.563479,1390.446414,24.23891179,936.2833059,936.0353256,19.06038747,5.650948063,25.03940643,2.505564716,25.66595218,65.51525144,936.587263,73.15004122,68.99093157,17.70618302,0.302473207,12059.93425,275.7049794,27.7306701,74.49737113
2002-01,18.63251807,186.7003891,1600.814341,25.03001668,927.8316843,927.5808783,19.39610895,6.449193997,25.96042246,2.974652585,26.64808227,62.39077265,928.1396331,70.91606448,66.20400222,17.85025014,0.299055031,12078.12939,276.078523,27.76217836,74.62052183
2002-02,18.90102041,179.3903061,1403.145918,24.28265306,932.7891837,932.5341327,19.62479592,5.534897959,25.15035714,2.415357143,25.82336735,66.47755102,933.1240306,74.79438776,70.30255102,18.16760204,0.459387755,12096.32453,276.4520666,27.79368662,74.74367253
2002-03,18.71306895,155.2370437,1622.886435,26.24484002,936.1729157,935.9403335,19.50414601,5.645245606,27.23307796,2.508877873,27.8920685,58.25191528,936.5079315,66.64533574,61.74177557,17.94006309,0.14123479,12114.51967,276.8256102,27.82519489,74.86682322
2002-04,16.03580563,125.6304348,1635.181586,26.01496164,931.7751279,931.5716752,16.89111253,5.264386189,27.17250639,2.381841432,27.77116368,50.54923274,932.1042839,58.63235294,53.39130435,15.23414322,0.031713555,12132.71481,277.1991538,27.85670315,74.98997392
2002-05,14.39464286,129.0714286,1431.719093,23.72850275,932.4559753,932.2260302,15.09024725,5.022664835,24.86401099,2.274244505,25.44429945,52.40453297,932.7908654,59.84615385,54.96291209,13.71991758,0.025412088,12150.90995,277.5726974,27.88821141,75.11312461
2002-06,11.29453718,108.4559939,1395.518968,22.92389985,933.7766313,933.5572838,11.95940819,5.203717754,24.24726859,2.403717754,24.81578149,45.21775417,934.0911229,52.36039454,47.284522,10.63414264,0,12169.10509,277.946241,27.91971967,75.23627531
2002-07,10.59806978,137.8708241,1345.311804,22.61804009,933.0452858,932.8250186,11.28129176,5.256050483,23.90193022,2.38752784,24.45753526,44.4684484,933.3954714,51.36302895,46.42464736,9.976095026,0.026280624,12187.30023,278.3197846,27.95122793,75.35942601
2002-08,9.539803784,112.7056762,1543.662228,25.10098108,934.0480729,933.8205326,10.28892782,6.185143658,26.31716889,2.85529082,26.85227751,36.88156973,934.4096006,42.70287316,38.54870357,8.937210932,0.040504555,12205.49537,278.6933282,27.98273619,75.4825767
2002-09,11.88309179,139.8433402,1479.184265,24.40690131,932.8338854,932.5985507,12.66763285,5.721808144,25.45189786,2.594064872,25.9705314,45.01380262,933.178951,51.44375431,47.2305038,11.16514838,0.070807453,12223.69051,279.0668718,28.01424445,75.6057274
2002-10,13.89668675,159.5819277,1551.376506,27.60620482,932.9389157,932.6853614,14.75626506,5.652168675,28.70704819,2.446807229,29.38861446,42.45783133,933.2909639,49.34759036,45.02349398,13.15873494,0.137951807,12241.88565,279.4404154,28.04575271,75.72887809
2002-11,17.18916849,176.8791028,1422.90372,24.67483589,926.8432166,926.564442,17.94611597,6.121006565,25.5238512,2.777078775,26.13419037,59.71170678,927.1632385,67.17067834,62.8785558,16.49660832,0.257002188,12260.08079,279.813959,28.07726097,75.85202879
2002-12,18.83381148,210.9846311,1451.070184,25.24344262,929.6443648,929.3866291,19.5857582,5.518954918,26.15097336,2.317264344,26.80015369,63.46721311,929.9689549,71.40778689,66.88729508,18.12356557,0.433401639,12278.27593,280.1875026,28.10876923,75.97517949
2003-01,20.05165656,223.4862343,1412.593094,24.50527298,935.7137191,935.3910873,20.68558096,5.572561829,25.31931871,2.307046197,26.01679888,70.60802613,936.0461969,78.44797014,74.28791414,19.44787681,0.580494634,12302.77419,281.336797,28.13473504,75.99632051
2003-02,19.38626263,158.6090909,1584.327273,24.99747475,939.9965152,939.674798,20.09040404,5.121010101,25.82818182,2.157525253,26.49439394,66.30757576,940.3757576,74.13585859,69.96111111,18.64878788,0.364747475,12327.27244,282.4860915,28.16070085,76.01746154
2003-03,19.40126716,158.3173178,1427.608237,24.29878564,941.3714889,941.0436114,20.03357973,4.602639916,25.04736008,1.903009504,25.70559662,69.26187962,941.7604541,76.71436114,72.89704329,18.74318902,0.463463569,12351.77069,283.6353859,28.18666667,76.03860256
2003-04,18.37427762,143.3127479,1385.935977,24.34543909,942.1788669,941.6934844,19.02708215,4.56101983,25.20232295,1.983286119,25.86073654,64.9796034,942.4168839,72.5592068,68.42379603,17.69456091,0.328498584,12376.26895,284.7846803,28.21263248,76.05974359
2003-05,14.91639737,153.625374,1379.078396,22.24979054,940.9692998,940.6402753,15.51077199,4.799521245,23.23806104,2.206343507,23.90317175,59.32256134,941.360383,66.73429084,62.54458408,14.1898863,0.127707959,12400.7672,285.9339748,28.23859829,76.08088462
2003-06,12.22190542,126.8866481,1402.128651,22.18164117,933.2070932,932.9063978,12.88539638,4.491307371,23.34381085,2.091168289,24.14833102,50.6759388,933.6591099,58.41376912,53.90611961,11.42482615,0.001668985,12425.26545,287.0832692,28.2645641,76.10202564
2003-07,9.68560658,126.7388622,1424.216587,21.4577793,933.4431803,932.9466073,10.30596299,5.427004798,22.65791638,2.594516792,23.48252228,45.44893763,933.7091844,52.45030843,48.12542838,9.0003427,0.00013708,12449.7637,288.2325637,28.29052991,76.12316667
2003-08,11.09419986,148.5108316,1503.114605,22.99084556,934.9377358,934.5763103,11.68490566,5.253179595,24.1568833,2.437037037,24.9219427,45.7672956,935.3436059,52.51851852,48.23200559,10.46519916,0.023060797,12474.26196,289.3818581,28.31649573,76.14430769
2003-09,13.97256944,148.9881944,1433.3875,24.29826389,935.5754167,935.1361806,14.55819444,5.520833333,25.20465278,2.519583333,25.92826389,52.05833333,935.9484028,58.60069444,54.96944444,13.359375,0.14,12498.76021,290.5311526,28.34246154,76.16544872
2003-10,16.45068493,158.2508562,1332.070205,24.17140411,932.727911,932.25625,17.08116438,5.326541096,24.86900685,2.343664384,25.61695205,61.07020548,933.1445205,67.93664384,64.70976027,15.79178082,0.42380137,12523.25846,291.680447,28.36842735,76.18658974
2003-11,18.90920957,166.5939086,1374.403916,23.5768673,933.484264,933.0259608,19.46026106,5.195213923,24.20616389,2.266207397,24.94945613,70.26613488,933.8784627,77.39303843,74.22189993,18.28433648,0.661783901,12547.75672,292.8297415,28.39439316,76.20773077
2003-12,19.07622337,194.1111111,1550.64076,24.90610248,935.845308,935.4521589,19.72003454,5.621416235,25.64185377,2.496833621,26.33816926,66.40241796,936.1970063,73.53483017,70.01727116,18.39096143,0.561773172,12572.25497,293.9790359,28.42035897,76.22887179
2004-01,20.01613242,198.3079348,1342.482922,24.11355754,937.8249606,937.4260641,20.51650026,5.421702575,24.74902785,2.466999475,25.38470836,73.80977404,938.1758802,80.02995271,77.03415659,19.49400946,0.609458749,12597.80061,295.0264154,28.48512393,76.38721368
2004-02,19.90330097,207.3993528,1361.338511,23.90653722,944.3168285,943.8927508,20.4218123,5.141165049,24.57533981,2.264919094,25.27210356,73.68090615,944.7005178,80.34110032,77.20711974,19.34919094,0.84789644,12623.34624,296.0737949,28.54988889,76.54555556
2004-03,19.05815185,179.4643908,1481.571513,24.34096527,939.9418481,939.5370806,19.66156563,5.056091819,25.12836963,2.243555032,25.9306651,67.9552678,940.3427899,75.46027075,71.91936433,18.35573867,0.472748676,12648.89188,297.1211744,28.61465385,76.70389744
2004-04,19.3211527,171.0528818,1320.963161,23.84777184,942.083066,941.6139632,19.87641117,4.7647653,24.6311943,2.09197861,25.40386215,70.31729055,942.4297683,77.75995247,74.18062983,18.68686869,0.300534759,12674.43751,298.1685538,28.6794188,76.86223932
2004-05,17.34324746,168.1748634,1239.443404,21.35659641,959.8629196,959.4645589,17.74785324,4.621545667,22.0019516,2.272911788,22.69687744,73.60265418,960.2302888,79.38797814,76.86338798,16.80991413,0.155971897,12699.98315,299.2159333,28.74418376,77.0205812
2004-06,13.90464744,158.4399038,1322.866186,21.32123397,955.0152244,954.6271635,14.35673077,4.519391026,22.21274038,2.188461538,23.10897436,59.09134615,955.6137821,66.09535256,62.84214744,13.1443109,0.044871795,12725.52878,300.2633128,28.80894872,77.17892308
2004-07,13.11662938,158.733035,1294.14094,21.00536913,953.6649515,953.2795675,13.55615213,5.266815809,21.90328113,2.608501119,22.73750932,58.6316182,954.1716629,65.0797912,61.86129754,12.45227442,0.10305742,12751.07442,301.3106923,28.87371368,77.33726496
2004-08,10.27688679,155.2783019,1538.36478,23.69669811,953.1128145,952.7008648,10.87256289,5.162735849,24.86996855,2.550628931,25.79001572,42.47562893,953.6275943,49.06446541,45.27987421,9.495204403,0.018553459,12776.62006,302.3580718,28.93847863,77.49560684
2004-09,11.73820385,170.557377,1482.53742,25.95153243,953.3994298,952.8929437,12.40798289,5.352530292,26.9790449,2.428296507,27.92295082,42.66500356,953.8287242,49.29009266,45.90662865,10.94205274,0.181895937,12802.16569,303.4054513,29.00324359,77.65394872
2004-10,17.43682119,176.7748344,1404.834437,24.99887417,949.1974172,948.7009272,17.97874172,5.595960265,25.68980132,2.586556291,26.45761589,61.62913907,949.6262252,67.9192053,65.03708609,16.82642384,0.482781457,12827.71133,304.4528308,29.06800855,77.8122906
2004-11,18.89133238,181.9756447,1547.247135,24.92020057,951.0767192,950.6071633,19.49713467,5.290401146,25.58782235,2.317335244,26.37729226,65.67765043,951.4791547,72.48997135,69.5487106,18.20465616,0.419197708,12853.25696,305.5002103,29.1327735,77.97063248
2004-12,19.45463243,188.9274924,1508.70997,24.83721047,952.900856,952.4805136,20.07195368,4.80694864,25.55161128,1.958308157,26.26722054,67.89425982,953.2624874,74.80866062,71.50100705,18.79889225,0.387109768,12878.8026,306.5475897,29.19753846,78.12897436
2005-01,21.20809191,207.4400599,1349.026973,24.71363636,954.0026973,953.5824675,21.69505495,4.732667333,25.32622378,1.908791209,26.00939061,75.74875125,954.347952,82.01148851,79.2002997,20.69725275,0.521578422,12905.1517,307.3510556,29.2009359,78.11524359
2005-02,19.18057851,177.3953168,1564.054408,25.89380165,959.6603994,959.2556474,19.79214876,4.769283747,26.62272727,2.077548209,27.33464187,64.57506887,959.998416,71.00826446,67.88085399,18.52899449,0.254958678,12931.50079,308.1545214,29.20433333,78.10151282
2005-03,19.82957219,183.7106952,1470.109091,25.50593583,955.8154011,955.4225134,20.37390374,4.423208556,26.24802139,1.852352941,26.93540107,68.13636364,956.1706417,74.41657754,71.30962567,19.23914439,0.371657754,12957.84989,308.9579872,29.20773077,78.08778205
2005-04,18.27833333,162.0188406,1302.976812,25.10021739,959.1417391,958.7407246,18.84333333,4.595072464,25.90586957,2.098478261,26.65557971,63.15434783,959.5488406,69.81231884,66.46956522,17.64884058,0.167971014,12984.19899,309.761453,29.21112821,78.07405128
2005-05,15.36734387,159.6990218,1393.890143,23.66305493,953.8601956,953.5360421,15.94650113,5.053950339,24.63566591,2.400601956,25.34431904,56.6192626,954.2614748,63.41911211,59.63431151,14.65906697,0.077050414,13010.54808,310.5649188,29.21452564,78.06032051
2005-06,14.57007772,137.2079016,3213.895725,22.79332902,948.6656088,948.3495466,15.13024611,5.063082902,23.7998057,2.363795337,24.51055699,56.11398964,949.0987694,63.03432642,59.04663212,13.87700777,0.080051813,13036.89718,311.3683846,29.21792308,78.04658974
2005-07,10.8838481,136.7356962,4527.646582,21.04997468,945.6238987,945.3339241,11.4601519,5.869518987,22.16379747,2.878481013,22.85605063,49.9043038,946.0245063,56.49164557,52.3235443,10.2715443,0.012962025,13063.24628,312.1718504,29.22132051,78.03285897
2005-08,9.730332865,144.3286451,3957.829348,24.22076887,943.3956868,943.0967651,10.41275199,6.116502579,25.45302391,2.848898265,26.20365682,38.18799812,943.7942335,44.38677918,40.35396156,9.041678387,0.008813877,13089.59537,312.9753162,29.22471795,78.01912821
2005-09,13.74996405,149.0859094,1316.862689,23.34090582,946.3872035,946.0487779,14.32282531,6.556649892,24.23612509,3.202731848,24.83648454,54.04636952,946.7882459,59.9209202,56.43853343,13.17095615,0.138677211,13115.94447,313.7787821,29.22811538,78.00539744
2005-10,17.95407485,169.9699196,1400.44631,25.84417629,945.0837356,944.7499825,18.58852746,5.828191675,26.69895068,2.607625044,27.35050717,59.8247639,945.5129416,66.33718083,62.76845051,17.30675061,0.246589717,13142.29357,314.5822479,29.23151282,77.99166667
2005-11,19.87619048,179.5801634,8187.999155,25.68599606,950.1010144,949.7141448,20.48909552,5.079402649,26.49436461,2.30896027,27.09878839,66.34404057,950.6557622,72.76866723,69.16877994,19.2639335,0.357227388,13168.64266,315.3857137,29.23491026,77.9779359
2005-12,20.16938818,167.4977263,6671.737908,25.20748243,949.1358206,948.7387764,20.80080612,5.232637453,26.01694915,2.343778421,26.69119471,69.12071104,949.5909053,75.34890451,71.94419181,19.56564696,0.372426623,13194.99176,316.1891795,29.23830769,77.96420513
2006-01,19.80610162,152.4891712,6510.55102,25.74891712,951.718888,951.3659517,20.4773636,5.058975427,26.6396085,2.265139525,27.31730529,65.3698459,952.2129529,72.58309038,68.57267805,19.13279883,0.291128696,13222.15759,317.0059098,29.25698291,78.1462906
2006-02,20.58057373,196.0236537,6828.867388,25.47654756,951.9779316,951.609235,21.19650226,4.865953699,26.35012582,2.102038249,27.02989431,68.9597383,952.5125315,76.09084046,72.18948163,19.93948163,0.322194263,13249.32342,317.8226402,29.27565812,78.32837607
2006-03,20.81262858,187.423944,6421.601882,25.41974174,950.7147078,950.3479755,21.38382578,4.716524404,26.25526373,2.051477347,26.90682863,70.42788356,951.2515868,77.20004377,73.4996717,20.22147078,0.372597943,13276.48925,318.6393705,29.29433333,78.51046154
2006-04,19.32079105,154.2885766,6362.983867,24.95833984,952.2279729,951.8743169,19.88946136,4.537002342,25.84348165,2.081420765,26.4202446,66.67056987,952.743846,73.19021598,69.3929222,18.70858704,0.235649232,13303.65508,319.4561009,29.31300855,78.69254701
2006-05,14.48875402,146.7893609,7432.563727,22.69571582,956.6418065,956.3079971,15.10207069,4.653373795,23.8208497,2.224277044,24.35787219,55.94466262,957.1666905,62.7093895,58.31988576,13.7837558,0.02998929,13330.82091,320.2728312,29.33168376,78.87463248
2006-06,14.15246881,116.7546778,7265.577703,23.61811331,957.1538202,956.7981289,14.75966736,5.215540541,24.76907484,2.53970894,25.33110707,52.13201663,957.7095634,58.72011435,54.3549896,13.48682432,0.01522869,13357.98674,321.0895615,29.35035897,79.05671795
2006-07,12.27245894,135.9661985,7171.536301,24.15653416,957.4851464,957.1184242,12.92623185,5.684122828,25.40021423,2.747322066,26.00476077,45.68293264,958.0401809,51.95596287,47.63960962,11.63165913,0.02413711,13385.15257,321.9062919,29.36903419,79.23880342
2006-08,11.58524946,143.3373102,6871.529067,26.01043384,958.3216486,957.9770282,12.24587852,6.20154013,27.31167028,2.976681128,27.96093275,39.68264642,958.8797831,45.5132321,41.48416486,10.95663774,0.037006508,13412.31839,322.7230222,29.3877094,79.42088889
2006-09,14.74537525,163.5446247,5252.436511,25.32675456,957.9511968,957.654503,15.41498986,6.077261663,26.37979716,2.908681542,27.02046653,50.54969574,958.3746045,57.01521298,52.98580122,14.10294118,0.106612576,13439.48422,323.5397526,29.40638462,79.60297436
2006-10,19.62109073,169.3711496,4411.329069,25.94898165,955.4624642,955.1748527,20.2506817,5.310856758,26.8400101,2.387830332,27.50621108,63.77343882,955.8583235,71.02962464,66.96616731,18.97451607,0.271301128,13466.65005,324.3564829,29.42505983,79.78505983
2006-11,18.6509161,185.0491803,4558.608915,26.25534126,960.9506375,960.6769206,19.4595307,5.715900568,27.21591128,2.491106825,27.89260688,37.50926819,961.3391407,67.82963677,63.28158149,17.88321011,0.238337083,13493.81588,325.1732132,29.44373504,79.9671453
2006-12,21.08101886,205.8097731,3162.489072,25.76266102,961.0833624,960.78667,21.72851326,5.457757833,26.57654783,2.286728164,27.2436134,63.9758165,961.4577994,78.24557467,74.14476855,20.4366409,0.416421508,13520.98171,325.9899436,29.46241026,80.14923077
2007-01,22.04292877,220.1503466,3144.357469,25.74209556,959.7542988,959.4676006,22.68180209,5.660831736,26.57815956,2.377547559,27.29588556,73.74716119,960.1374797,81.66767438,77.49933638,21.40350243,0.454829671,13548.88003,326.722435,29.51952991,80.13990598
2007-02,21.51317278,188.7605463,2984.610312,25.64085179,959.8736625,959.5994343,22.1810813,5.409495717,26.49792306,2.292047842,27.19161144,72.06950057,960.2557782,80.06238888,75.76579926,20.83837886,0.360142234,13576.77834,327.4549265,29.57664957,80.1305812
2007-03,19.86526536,150.7943948,3417.505114,26.79985504,960.5510188,960.3082951,20.70484819,5.331118628,27.88006765,2.266102923,28.6294435,60.66473383,960.9421922,69.64492228,64.46500765,19.0213095,0.161794314,13604.67666,328.1874179,29.63376923,80.12125641
2007-04,19.44824492,150.2429841,2773.477347,26.3557403,959.7535322,959.517674,20.20714349,5.131160377,27.43602534,2.195759655,28.18121756,60.64907187,960.1397378,69.14647664,64.1821061,18.67849037,0.127949327,13632.57497,328.9199094,29.69088889,80.11193162
2007-05,15.29410047,154.8752254,2392.577415,23.45849721,960.211052,959.9914212,15.9975526,5.528424216,24.55553456,2.505495921,25.19737226,56.5237441,960.5677802,64.0628596,59.40395019,14.55140404,0.064474023,13660.47329,329.6524009,29.74800855,80.10260684
2007-06,13.29448443,138.8701299,2281.662651,24.21702394,957.7473791,957.5395243,14.03571429,5.617947113,25.53323424,2.469535284,26.22185886,47.50751056,958.0879675,55.12071663,50.09513378,12.51313566,0.002143639,13688.3716,330.3848923,29.80512821,80.09328205
2007-07,11.86800633,154.5950038,2176.334664,23.33614342,958.3996834,958.1709311,12.57982245,6.124912257,24.62396944,2.717211479,25.31798224,46.59534788,958.7730576,53.67600303,48.93297089,11.16975432,0.032165715,13716.26991,331.1173838,29.86224786,80.08395726
2007-08,9.781195429,134.58481,2434.722393,24.72550719,958.0129751,957.7810991,10.55230483,6.858468156,26.08373138,3.132370313,26.77881998,38.71096559,958.3938688,44.98350026,40.57498716,9.098985619,0.007601438,13744.16823,331.8498752,29.91936752,80.07463248
2007-09,11.58592315,144.0798877,2445.734955,28.10211123,958.2260834,957.9737353,12.41532253,6.452786713,29.40490672,2.868208667,30.10392421,35.95584537,958.6316276,41.97555413,37.84133575,10.8828528,0.01180186,13772.06654,332.5823667,29.97648718,80.06530769
2007-10,16.89799114,173.6717284,2305.011863,27.49933565,956.1463355,955.8746863,17.66211642,5.855620584,28.57797111,2.482906253,29.29135822,51.28298007,956.563424,58.46657176,54.0876305,16.19173257,0.136349257,13799.96486,333.3148581,30.03360684,80.05598291
2007-11,19.53236178,189.5553454,2454.7819,25.9061464,954.9163811,954.6316887,20.28735677,6.056774947,26.83593837,2.587957504,27.54452108,63.72677717,955.3146234,71.552453,67.10696407,18.81248192,0.293480921,13827.86317,334.0473496,30.0907265,80.04665812
2007-12,19.93787355,189.7673816,2328.713966,25.45376601,952.5356627,952.2610287,20.73266924,5.519714373,26.35885851,2.285190079,27.08198313,66.55041675,952.9087518,74.92935556,70.3486481,19.15755743,0.304106526,13855.76149,334.779841,30.14784615,80.03733333
2008-01,20.65719058,202.3077702,1928.763807,24.72821058,952.4514958,952.1768413,21.33217413,5.48397874,25.56504176,2.288316882,26.27236649,72.38445963,952.8233966,80.19534295,76.06529992,19.98004556,0.413039737,13884.11289,335.2329179,30.11888034,80.11694017
2008-02,20.49533938,193.7494593,1740.247348,24.8149243,952.6420383,952.3626635,21.22175301,5.237130497,25.72013596,2.125002575,26.47446699,70.73158925,953.0236585,79.15228139,74.67118138,19.7610104,0.400092697,13912.46429,335.6859949,30.08991453,80.19654701
2008-03,20.29905838,180.3987236,1755.35928,24.93364198,953.0331555,952.7691724,21.04062565,4.905597405,25.88991944,2.005126596,26.62902804,69.22551789,953.4228081,77.88203599,73.15662272,19.53502825,0.306214689,13940.81569,336.1390718,30.06094872,80.27615385
2008-04,19.69837281,173.0102542,1629.105671,24.84641826,953.4786732,953.227383,20.40967649,4.851295013,25.82021471,2.019969189,26.52349798,67.41305604,953.8458261,75.5567591,70.9665415,18.950544,0.182437897,13969.16709,336.5921487,30.03198291,80.35576068
2008-05,16.28621094,146.671274,1557.430118,23.18618751,957.2078902,956.9838401,16.97879867,4.879745115,24.22568055,2.137764138,24.86923582,60.9745584,957.5356136,68.47120836,63.98350747,15.52629434,0.042843087,13997.51849,337.0452256,30.00301709,80.43536752
2008-06,14.43688664,142.949324,1544.3137,22.98845136,958.6324099,958.4258674,15.16054647,5.15681195,24.1989931,2.271111846,24.8732911,55.24302732,958.9798431,62.79502695,57.94629857,13.67284202,0.009794838,14025.86989,337.4983026,29.97405128,80.51497436
2008-07,10.33311086,129.7326171,1749.281874,24.63110857,959.1452023,958.928544,11.17421714,6.014144,26.06450286,2.629590857,26.81527771,38.46692571,959.4988983,45.68086857,40.74747429,9.533563429,0.006235429,14054.22129,337.9513795,29.94508547,80.5945812
2008-08,10.93161006,144.944255,1845.773246,26.4781385,956.0335516,955.7945528,11.80450143,6.402673578,27.87156823,2.757200018,28.61734188,37.70863457,956.4215478,44.3346974,39.75724094,10.18131224,0.040913018,14082.57269,338.4044564,29.91611966,80.67418803
2008-09,12.18959842,163.9015557,2103.076844,26.00826726,957.1573994,956.8889941,13.00684438,6.261423735,27.28705267,2.707174388,28.0352805,42.27956114,957.5626109,48.8977414,44.58102259,11.43035186,0.049894998,14110.92409,338.8575333,29.88715385,80.75379487
2008-10,17.24189996,168.7393178,1974.876602,27.00400398,955.3960034,955.1185575,18.05594151,6.143395462,28.07845513,2.579379696,28.80019523,53.46117578,955.8004936,60.94095329,56.41082216,16.47277516,0.145425077,14139.27549,339.3106103,29.85818803,80.83340171
2008-11,19.47782486,179.4064899,1901.349413,25.85193756,953.090859,952.8044401,20.26595321,5.333883819,26.81625742,2.154508909,27.54326018,63.55613501,953.4833116,71.7158844,67.1036868,18.70870998,0.308699116,14167.62689,339.7636872,29.82922222,80.91300855
